Identifiant arc,Libelle,Identifiant noeud amont,Identifiant noeud aval,cost
1080,AE_Quai_d'Issy_bretelle_3,600,2226,29.152083900353922
500,Quai_Austerlitz,298,297,8.198249702186867
4959,Alesia,399,2626,29.724998338419287
5810,Bd_Raspail,3032,3031,5.536627567759268
1561,Bd_Magenta,828,827,11.871388112059508
4401,Av_des_Champs_Elysees,2298,2360,9.099332320076673
5416,PE_Courcelles,2267,2733,283.77691946019377
4822,Monge,2570,2571,16.926667461203202
1694,Quai_Panhard_Levassor,559,901,21.6513186467796
6586,Bd_des_Invalides,3412,3413,21.201521426339287
500,Quai_Austerlitz,298,297,6.974247740755601
5810,Bd_Raspail,3032,3031,6.087029297029367
1728,Av_Pte_Aubervilliers,913,914,
5416,PE_Courcelles,2267,2733,247.62064137973505
4822,Monge,2570,2571,18.55955505058311
1694,Quai_Panhard_Levassor,559,901,16.812365445196185
6586,Bd_des_Invalides,3412,3413,20.807491868894818
500,Quai_Austerlitz,298,297,9.088252222231501
5810,Bd_Raspail,3032,3031,5.811769075951734
1727,Av_Pte_Aubervilliers,914,912,
6499,Bd_des_Invalides,3364,3366,16.539128281792333
5416,PE_Courcelles,2267,2733,0.2503795249854944
4822,Monge,2570,2571,8.978496030984799
1556,Bd_Magenta,819,820,0.10668524497725268
1694,Quai_Panhard_Levassor,559,901,24.1391389952854
500,Quai_Austerlitz,298,297,15.402410344773415
5733,Alesia,403,3000,17.302801167757256
5807,Bd_Raspail,3030,3031,6.977732276842907
5370,PE_Charles_Hermite,915,2838,134.2536581316997
6498,Av_de_Villars,3364,3370,13.114198769490518
5416,PE_Courcelles,2267,2733,0.2679935398846972
4822,Monge,2570,2571,8.436090728655431
1556,Bd_Magenta,819,820,0.06676614024151811
1694,Quai_Panhard_Levassor,559,901,22.44594912996521
500,Quai_Austerlitz,298,297,8.63292655439447
5807,Bd_Raspail,3030,3031,13.94767935107711
1563,Bd_Magenta,829,828,11.871388112059508
5533,Bd_Auguste_Blanqui,2900,2902,10.113744069272038
6582,Bd_des_Invalides,3366,3411,12.544966153134828
5416,PE_Courcelles,2267,2733,0.25805483374494975
1558,Bd_Magenta,820,3399,22.8884487449077
1694,Quai_Panhard_Levassor,559,901,22.019739693384697
1829,Av_du_Maine,406,404,12.788087251091165
5381,PI_Zac_Aubervilliers,919,938,253.47208629991215
5175,PE_Parc_Expo_Ouest,608,2731,211.59133894284162
1564,Bd_Magenta,829,830,13.891148764045395
6393,Av_Ph_Auguste,2528,3315,24.316039392643255
5533,Bd_Auguste_Blanqui,2900,2902,23.835050749966804
6143,Bd_Malesherbes,2299,2250,
1558,Bd_Magenta,820,3399,12.41619081502261
1694,Quai_Panhard_Levassor,559,901,20.93323373126807
743,Bd_Brune,407,421,9.124042858521857
5175,PE_Parc_Expo_Ouest,608,2731,227.9095898124785
1564,Bd_Magenta,829,830,11.882133458708472
6393,Av_Ph_Auguste,2528,3315,25.372034444986337
5533,Bd_Auguste_Blanqui,2900,2902,5.542479746623409
6143,Bd_Malesherbes,2299,2250,36.02752164362203
1558,Bd_Magenta,820,3399,12.760885869534674
1694,Quai_Panhard_Levassor,559,901,19.734473348255314
191,Sts_Peres,114,119,21.06286887081955
723,Bd_Brune,407,411,9.536486808987659
5380,PI_Aubervilliers,921,919,319.53269189656197
5175,PE_Parc_Expo_Ouest,608,2731,205.8986794665125
6393,Av_Ph_Auguste,2528,3315,24.24694120362747
5533,Bd_Auguste_Blanqui,2900,2902,5.7501253317795635
6143,Bd_Malesherbes,2299,2250,20.811015992512502
6512,Belleville,3376,678,
1694,Quai_Panhard_Levassor,559,901,11.584455830102646
191,Sts_Peres,114,119,20.919193290389067
742,Bd_Brune,411,407,9.124042858521857
5809,Bd_Raspail,3031,3032,14.103993841535534
5175,PE_Parc_Expo_Ouest,608,2731,253.2036957200174
1565,Bd_Magenta,830,829,14.106442703409044
6393,Av_Ph_Auguste,2528,3315,26.39425409770098
5533,Bd_Auguste_Blanqui,2900,2902,8.618588263491665
6143,Bd_Malesherbes,2299,2250,16.88443111859346
1559,Bd_Magenta,827,820,4.296139401477857
1694,Quai_Panhard_Levassor,559,901,11.008317196140112
191,Sts_Peres,114,119,20.44018755057295
6572,Bd_Kellermann,3405,2244,6.88662366426062
724,Bd_Brune,411,412,12.927737730562392
5809,Bd_Raspail,3031,3032,12.546082141703524
5392,PE_Montmartre,922,2080,459.64440888686727
5175,PE_Parc_Expo_Ouest,608,2731,301.0787183554478
1565,Bd_Magenta,830,829,11.3225039891094
1559,Bd_Magenta,827,820,3.7656609814292743
1694,Quai_Panhard_Levassor,559,901,11.35727021076859
191,Sts_Peres,114,119,19.289926531583355
6572,Bd_Kellermann,3405,2244,8.072246522329817
725,Bd_Brune,412,416,14.782614064517304
5811,Bd_Raspail,3032,3033,7.032937737612441
5391,PE_Clignancourt,923,922,409.12988238011803
5175,PE_Parc_Expo_Ouest,608,2731,221.65767329854168
1329,Pyrenees,725,718,21.22634769644862
1559,Bd_Magenta,827,820,5.08065487513496
191,Sts_Peres,114,119,21.118612121316495
4187,Bd_Kellermann,458,2244,9.472202281576244
5811,Bd_Raspail,3032,3033,14.103993841535534
5335,PI_Courteline,532,531,357.7282346172962
5175,PE_Parc_Expo_Ouest,608,2731,212.2037458246898
1566,Bd_Magenta,830,831,22.26289295611036
6326,Av_Parmentier,726,3282,17.0039787327341
786,Gentilly_vers_A6A_bretelle_1,3154,3153,31.000105535982062
191,Sts_Peres,114,119,14.721439926071772
4187,Bd_Kellermann,458,2244,19.95826544018688
5811,Bd_Raspail,3032,3033,12.546082141703524
5335,PI_Courteline,532,531,311.5684549840936
5395,PI_Poissonniers,924,957,571.1965283660466
5175,PE_Parc_Expo_Ouest,608,2731,34.43515871538792
1334,Av_Republique,727,686,13.136884689696616
786,Gentilly_vers_A6A_bretelle_1,3154,3153,48.005008566919024
191,Sts_Peres,114,119,20.431474586256453
5394,PI_Clignancourt,925,924,431.115305535765
5175,PE_Parc_Expo_Ouest,608,2731,0.2441508598370382
6395,Av_Ph_Auguste,3315,3316,20.053207555137586
4281,Av_Champs_Elysees,2301,2303,22.47224885376213
1375,Pyrenees,728,744,9.963089755083393
786,Gentilly_vers_A6A_bretelle_1,3154,3153,50.01383641462525
191,Sts_Peres,114,119,9.176526607763805
726,Bd_Jourdan,416,422,4.968842080383242
5176,PE_Parc_Expo_Est,2731,2732,251.89061409943554
1568,Bd_Magenta,831,832,18.092277722634837
6395,Av_Ph_Auguste,3315,3316,21.08658585639372
6328,Av_Parmentier,3282,3280,18.37461316211103
4281,Av_Champs_Elysees,2301,2303,22.767563745156806
191,Sts_Peres,114,119,10.076523352958407
714,Av_General_Leclerc,416,415,
5334,PI_Vincennes,533,532,245.08971564680908
5872,Bd_Macdonald,928,3048,11.842580755317137
5176,PE_Parc_Expo_Est,2731,2732,424.08512050284753
6395,Av_Ph_Auguste,3315,3316,14.46555770856751
6328,Av_Parmentier,3282,3280,9.236691487580199
1561,Bd_Magenta,828,827,13.214456812247883
191,Sts_Peres,114,119,9.319102522769862
738,Bd_Jourdan,420,422,14.397332466838728
5334,PI_Vincennes,533,532,350.9769168078479
1744,Bd_Macdonald,928,929,15.03152696151315
5176,PE_Parc_Expo_Est,2731,2732,372.4173181155659
6395,Av_Ph_Auguste,3315,3316,20.42662122400024
6328,Av_Parmentier,3282,3280,9.53687271597493
1561,Bd_Magenta,828,827,13.304259390970833
191,Sts_Peres,114,119,11.037068876381737
728,Bd_Jourdan,420,401,8.989837341704987
5334,PI_Vincennes,533,532,338.2886106816167
1743,Bd_Macdonald,929,928,14.761751295549288
5176,PE_Parc_Expo_Est,2731,2732,435.1578765273572
6395,Av_Ph_Auguste,3315,3316,18.975720778713576
6328,Av_Parmentier,3282,3280,8.773372916042726
1347,Bd_Voltaire,730,731,11.972380615736036
4838,Av_Daumesnil,2572,2577,11.283652934292368
6091,Gentilly_bretelle_16,455,3154,0.15310763768020386
191,Sts_Peres,114,119,19.07929545375345
739,Bd_Jourdan,422,416,8.882526251540027
5334,PI_Vincennes,533,532,352.51787700803874
5176,PE_Parc_Expo_Est,2731,2732,239.42475542338525
6405,Bd_de_Charonne,3318,3317,29.553920752999964
6328,Av_Parmentier,3282,3280,10.610699308909918
4838,Av_Daumesnil,2572,2577,11.471062592359047
6091,Gentilly_bretelle_16,455,3154,0.15310763768020386
5818,Rennes,2925,3034,17.651213383778547
5176,PE_Parc_Expo_Est,2731,2732,242.97478944086683
6405,Bd_de_Charonne,3318,3317,32.828199900441525
6328,Av_Parmentier,3282,3280,9.924238194920303
4838,Av_Daumesnil,2572,2577,6.8815883921131755
1563,Bd_Magenta,829,828,13.214456812247883
6091,Gentilly_bretelle_16,455,3154,0.07339061439924383
732,Bd_Jourdan,425,426,11.46715505549233
5176,PE_Parc_Expo_Est,2731,2732,36.10811102092333
6405,Bd_de_Charonne,3318,3317,32.644351200680596
6326,Av_Parmentier,726,3282,18.159063182063235
4279,Av_Champs_Elysees,2303,2301,19.534653095927702
1346,Bd_Voltaire,731,730,3.3865047532154673
4838,Av_Daumesnil,2572,2577,11.299453009984067
1563,Bd_Magenta,829,828,13.304259390970833
6091,Gentilly_bretelle_16,455,3154,0.06800052866236136
794,Bd_Kellermann,426,3405,7.15397570578566
5176,PE_Parc_Expo_Est,2731,2732,24.958814575326965
6405,Bd_de_Charonne,3318,3317,22.209577303824034
4729,Pt_Mirabeau-Amiral_Cloue,2387,2401,7.465496185299923
5677,Convention,2974,2914,5.810040419694543
6326,Av_Parmentier,726,3282,9.788019655952686
4279,Av_Champs_Elysees,2303,2301,21.446632183435074
6091,Gentilly_bretelle_16,455,3154,4.473799424007584
5176,PE_Parc_Expo_Est,2731,2732,34.373447067385044
1573,Bd_Magenta,834,832,23.243693803654725
6405,Bd_de_Charonne,3318,3317,17.27851990766907
4729,Pt_Mirabeau-Amiral_Cloue,2387,2401,22.23629155034325
5677,Convention,2974,2914,10.627816164988506
6329,Av_Parmentier,3280,3282,10.01524303198068
4836,Av_Daumesnil,2572,3045,21.82176228613099
1564,Bd_Magenta,829,830,9.685341975056621
6091,Gentilly_bretelle_16,455,3154,0.09749642231373094
5176,PE_Parc_Expo_Est,2731,2732,0.23614089115898665
1573,Bd_Magenta,834,832,22.886424282255724
4729,Pt_Mirabeau-Amiral_Cloue,2387,2401,24.1264448781147
5677,Convention,2974,2914,5.483920717504227
6329,Av_Parmentier,3280,3282,0.09750635228649036
4836,Av_Daumesnil,2572,3045,24.840573133829565
1565,Bd_Magenta,830,829,10.454155494911324
5176,PE_Parc_Expo_Est,2731,2732,207.89755066291653
1573,Bd_Magenta,834,832,19.29324175030058
4729,Pt_Mirabeau-Amiral_Cloue,2387,2401,7.627834208762601
6329,Av_Parmentier,3280,3282,9.795544173754449
4836,Av_Daumesnil,2572,3045,15.903345295743621
1566,Bd_Magenta,830,831,23.038313265034
5333,PI_Lagny,773,533,412.52330903348866
5416,PE_Courcelles,2267,2733,228.359771477016
4729,Pt_Mirabeau-Amiral_Cloue,2387,2401,7.986778515252153
1358,Bd_Voltaire,733,720,23.08742921909188
4836,Av_Daumesnil,2572,3045,18.166840201451205
1566,Bd_Magenta,830,831,13.938483920100376
5333,PI_Lagny,773,533,
5416,PE_Courcelles,2267,2733,316.6002288892156
4730,Amiral_Cloue-Pt_Mirabeau,2401,2387,10.313539733638622
5291,Bd_Amiral_Bruix,2791,2964,7.074629772601769
4836,Av_Daumesnil,2572,3045,8.4220174590942
5849,Bd_Raspail,2926,3035,9.513887545200202
5333,PI_Lagny,773,533,
5416,PE_Courcelles,2267,2733,513.289618120847
4730,Amiral_Cloue-Pt_Mirabeau,2401,2387,7.4312816082746975
5560,Vaugirard,2914,2915,16.979828406119754
5291,Bd_Amiral_Bruix,2791,2964,6.880366104878949
1425,Bd_Mortier,736,757,9.855235351600422
4836,Av_Daumesnil,2572,3045,7.956116171324348
1011,Pl_25_Aout_1944,431,416,18.550381329842835
5849,Bd_Raspail,2926,3035,4.789382505212151
5333,PI_Lagny,773,533,
5368,PE_Zac_Aubervillie,937,918,245.95032954323509
5416,PE_Courcelles,2267,2733,419.82555690805907
5560,Vaugirard,2914,2915,20.106674005816636
5291,Bd_Amiral_Bruix,2791,2964,6.940159726733994
1424,Bd_Mortier,736,3479,7.060981453514964
4836,Av_Daumesnil,2572,3045,8.707625316982572
5849,Bd_Raspail,2926,3035,7.27397465633168
5333,PI_Lagny,773,533,
5416,PE_Courcelles,2267,2733,409.2295661398609
1577,Bd_de_la_Chapelle,834,837,13.04749779717748
4730,Amiral_Cloue-Pt_Mirabeau,2401,2387,10.577310979973532
5291,Bd_Amiral_Bruix,2791,2964,16.805967749579477
1424,Bd_Mortier,736,3479,6.748383125016872
1568,Bd_Magenta,831,832,16.907829474801375
5186,PI_Chatillon,436,433,383.9475752549982
5819,Rennes,2925,3035,7.253195029572769
5333,PI_Lagny,773,533,
5384,PI_Cloture,941,2841,208.12594418489988
5416,PE_Courcelles,2267,2733,248.20419153778474
1577,Bd_de_la_Chapelle,834,837,20.845370116153152
4730,Amiral_Cloue-Pt_Mirabeau,2401,2387,5.165304894138909
5291,Bd_Amiral_Bruix,2791,2964,14.039625723669737
4303,Av_des_Ternes,2313,2310,16.366101954393496
1568,Bd_Magenta,831,832,17.430754141413452
5819,Rennes,2925,3035,10.972083400038148
5329,PE_Vincennes,535,534,307.40932522213416
5416,PE_Courcelles,2267,2733,0.2646779866182056
5291,Bd_Amiral_Bruix,2791,2964,15.84253115691031
4303,Av_des_Ternes,2313,2310,17.365161092088165
1568,Bd_Magenta,831,832,16.767939718468963
5516,Quai_Francois_Mauriac,2704,2253,7.990053765708032
5819,Rennes,2925,3035,8.988266311100984
5329,PE_Vincennes,535,534,289.65796111380996
5416,PE_Courcelles,2267,2733,32.757893982892725
4553,Bd_Suchet,2433,2434,25.315954228326724
5654,Convention,2387,2965,13.276575742954284
4303,Av_des_Ternes,2313,2310,17.38824226975046
5758,Bd_Pasteur,2931,2922,21.47987603218908
5516,Quai_Francois_Mauriac,2704,2253,9.607035440457713
5329,PE_Vincennes,535,534,344.12753447869284
5416,PE_Courcelles,2267,2733,0.18787640336174097
1580,Bd_de_la_Chapelle,837,838,35.07540803091178
4553,Bd_Suchet,2433,2434,0.12258300211857383
5654,Convention,2387,2965,27.113216880250082
4303,Av_des_Ternes,2313,2310,17.17915555662173
5419,PI_Champerret,2746,2736,259.3899754387198
5758,Bd_Pasteur,2931,2922,21.246476725525586
5516,Quai_Francois_Mauriac,2704,2253,6.452251579028017
5329,PE_Vincennes,535,534,333.88769449506856
5416,PE_Courcelles,2267,2733,295.0382045263505
1580,Bd_de_la_Chapelle,837,838,27.87652544867153
4553,Bd_Suchet,2433,2434,0.14372292707970227
5654,Convention,2387,2965,24.196024712212406
5419,PI_Champerret,2746,2736,278.7907993625488
5758,Bd_Pasteur,2931,2922,20.51334811354544
5122,Quai_Francois_Mauriac,2703,2253,8.775192121786933
5329,PE_Vincennes,535,534,318.38077607660307
5416,PE_Courcelles,2267,2733,264.67127866218027
1580,Bd_de_la_Chapelle,837,838,23.462369483832468
4553,Bd_Suchet,2433,2434,0.1872098885931614
5419,PI_Champerret,2746,2736,380.4989672757172
193,Sts_Peres,120,117,18.53046964282828
5758,Bd_Pasteur,2931,2922,23.067001360005793
5122,Quai_Francois_Mauriac,2703,2253,10.295632253725914
5379,PI_Charles_Hermite,954,921,128.33287402153707
1581,Bd_de_la_Chapelle,839,838,23.49925760292984
6403,Bd_de_Charonne,3302,3318,22.845510659891936
4553,Bd_Suchet,2433,2434,0.11859478669903976
5419,PI_Champerret,2746,2736,505.0148325216178
193,Sts_Peres,120,117,14.469549172299791
5758,Bd_Pasteur,2931,2922,24.625903045505666
5122,Quai_Francois_Mauriac,2703,2253,9.056542654127322
5376,PE_Chapelle_Ouest,955,2839,142.87955486318307
1581,Bd_de_la_Chapelle,839,838,32.25376994116798
6403,Bd_de_Charonne,3302,3318,22.24831895215091
1374,Bd_Filles_du_Calvaire,743,696,15.530043902470759
5419,PI_Champerret,2746,2736,444.3392725827581
193,Sts_Peres,120,117,12.118844530030044
5758,Bd_Pasteur,2931,2922,23.501318013379944
5122,Quai_Francois_Mauriac,2703,2253,18.219314253766562
5910,Bd_Indochine,960,798,9.703769143421248
1582,Bd_de_la_Chapelle,838,839,29.74355400500633
6403,Bd_de_Charonne,3302,3318,19.621189187420946
1395,Pyrenees,744,719,9.963089755083393
5419,PI_Champerret,2746,2736,337.8791615611413
193,Sts_Peres,120,117,19.279530092714282
5328,PE_Courteline,2819,535,205.62188697810916
1582,Bd_de_la_Chapelle,838,839,21.352199776282028
5419,PI_Champerret,2746,2736,326.88249760847174
193,Sts_Peres,120,117,10.996181585002727
782,Bd_Macdonald,452,451,11.192333217893976
5851,Bd_Raspail,3035,3042,20.386282812466774
5328,PE_Courteline,2819,535,405.6199970610205
6403,Bd_de_Charonne,3302,3318,20.262840111066467
5419,PI_Champerret,2746,2736,344.7231573668146
5492,SI_A4_bretelle_2,2823,3157,32.173299983918575
193,Sts_Peres,120,117,17.416729719004472
5851,Bd_Raspail,3035,3042,16.454530919487485
5328,PE_Courteline,2819,535,363.6833962709949
1378,Bd_Beaumarchais,745,743,19.215299910838002
5419,PI_Champerret,2746,2736,328.2094239649569
1573,Bd_Magenta,834,832,16.580291864281815
5492,SI_A4_bretelle_2,2823,3157,0.21606977576607245
193,Sts_Peres,120,117,13.736572114370771
785,Av_P_Coubertin,453,426,22.236492296977843
5328,PE_Courteline,2819,535,374.38762222285925
1378,Bd_Beaumarchais,745,743,19.482731332180556
5419,PI_Champerret,2746,2736,0.18453704386836048
5492,SI_A4_bretelle_2,2823,3157,33.350313790300476
193,Sts_Peres,120,117,20.695194981493447
5312,PI_Gentilly,454,3081,0.1349757173778178
5328,PE_Courteline,2819,535,
5367,PE_Villette,973,937,426.57149348545613
5916,Pyrenees,3074,766,11.22247878511882
1584,Bd_de_la_Chapelle,840,839,4.178653878050978
1397,Av_Republique,749,702,21.817921305317203
5419,PI_Champerret,2746,2736,51.51870609970443
5492,SI_A4_bretelle_2,2823,3157,0.19233057518242522
193,Sts_Peres,120,117,0.09679079908759039
6091,Gentilly_bretelle_16,455,3154,0.06087543537569779
5328,PE_Courteline,2819,535,296.66280852912377
5916,Pyrenees,3074,766,8.460028767355524
1584,Bd_de_la_Chapelle,840,839,8.520302136690217
6407,Bd_Menilmontant,701,3319,53.73590072402726
5758,Bd_Pasteur,2931,2922,21.928828757776678
1402,Av_Republique,750,751,0.09742101403338012
5419,PI_Champerret,2746,2736,0.27964246782234503
5492,SI_A4_bretelle_2,2823,3157,0.1937906489419486
193,Sts_Peres,120,117,0.06958469337650741
5264,PE_Gentilly,456,457,0.26428968637896466
5867,Bd_Bercy,2591,3044,0.10378221787646895
5328,PE_Courteline,2819,535,363.2509571673352
5916,Pyrenees,3074,766,0.11306753080523108
1584,Bd_de_la_Chapelle,840,839,8.771974839526054
6407,Bd_Menilmontant,701,3319,38.12623733709252
1399,Av_Republique,750,749,20.6655383019839
5419,PI_Champerret,2746,2736,0.20369300642659025
5461,SE_A4_bretelle_5,2813,3157,0.11739420329210501
194,Sts_Peres,117,118,11.641213671874894
4187,Bd_Kellermann,458,2244,16.380631807824475
5867,Bd_Bercy,2591,3044,10.293448323950361
5916,Pyrenees,3074,766,6.4991979067419
1754,Av_Pte_Villette,933,934,0.1215456056538981
4554,Bd_Suchet,2434,2435,24.995516548923106
1404,Av_Republique,751,752,0.07465506284014872
5419,PI_Champerret,2746,2736,252.51390391383998
1577,Bd_de_la_Chapelle,834,837,11.753632425511437
5461,SE_A4_bretelle_5,2813,3157,22.970329546740892
194,Sts_Peres,117,118,14.367890003766737
5867,Bd_Bercy,2591,3044,8.899413371428354
5916,Pyrenees,3074,766,30.289799732825273
1754,Av_Pte_Villette,933,934,0.15237777368543165
6407,Bd_Menilmontant,701,3319,39.17258951634344
4554,Bd_Suchet,2434,2435,24.22328141104968
1401,Av_Republique,751,750,14.515997910117646
1577,Bd_de_la_Chapelle,834,837,13.217208621393901
5461,SE_A4_bretelle_5,2813,3157,19.12061207031204
194,Sts_Peres,117,118,11.66924694928452
5867,Bd_Bercy,2591,3044,10.33945747913616
5914,Pyrenees,3074,518,0.08681341509717726
1754,Av_Pte_Villette,933,934,0.14039336669279306
6407,Bd_Menilmontant,701,3319,27.772205953157872
4554,Bd_Suchet,2434,2435,0.1308206504910734
6359,Bd_Voltaire,2526,3289,7.272390976454309
1406,Av_Republique,752,701,0.09311516981748501
5461,SE_A4_bretelle_5,2813,3157,0.2542069318824734
194,Sts_Peres,117,118,14.469549172299791
5867,Bd_Bercy,2591,3044,9.919077407820536
5914,Pyrenees,3074,518,0.1608779805836006
1754,Av_Pte_Villette,933,934,0.16641454304599967
4554,Bd_Suchet,2434,2435,0.14589603330183484
6359,Bd_Voltaire,2526,3289,8.134076059652527
1406,Av_Republique,752,701,0.08669866386630024
5461,SE_A4_bretelle_5,2813,3157,0.24420296056545182
194,Sts_Peres,117,118,12.118844530030044
822,Av_Pte_d'Italie,468,474,23.361066872474538
5914,Pyrenees,3074,518,0.08611266697294073
1754,Av_Pte_Villette,933,934,0.1458014621071335
4554,Bd_Suchet,2434,2435,0.12508540748827654
6359,Bd_Voltaire,2526,3289,15.098250040702904
1410,Av_Gambetta,753,704,16.818193687673322
5461,SE_A4_bretelle_5,2813,3157,288.12248377082454
194,Sts_Peres,117,118,6.230234975070943
821,Av_Pte_d'Italie,468,473,15.93094468083293
5914,Pyrenees,3074,518,8.253199056474804
1754,Av_Pte_Villette,933,934,0.11974407741263313
4554,Bd_Suchet,2434,2435,0.14113498578718603
5784,Bd_Montparnasse,2929,2924,8.592920175300662
5658,Convention,2966,2967,10.45846454539744
6359,Bd_Voltaire,2526,3289,9.226721964377948
1407,Av_Gambetta,753,701,28.22756515832618
5461,SE_A4_bretelle_5,2813,3157,0.23139153453604505
194,Sts_Peres,117,118,13.736572114370771
1219,Bd_Kellermann,469,461,15.763816017850122
5914,Pyrenees,3074,518,8.591945221049333
5784,Bd_Montparnasse,2929,2924,14.565156007741034
5658,Convention,2966,2967,7.264004106561089
6359,Bd_Voltaire,2526,3289,7.199072054278605
1407,Av_Gambetta,753,701,43.40558143525547
5461,SE_A4_bretelle_5,2813,3157,0.21134027043659154
194,Sts_Peres,117,118,5.387152272847659
813,Av_d'Italie,473,471,13.7202171524507
5784,Bd_Montparnasse,2929,2924,12.542499878263092
5658,Convention,2966,2967,18.21651086103537
4737,Bd_Voltaire,2524,3289,15.863532318526653
4142,Bercy_bretelle_9,977,3157,0.20063677283333994
194,Sts_Peres,117,118,20.695194981493447
1949,Bd_des_Italiens,3199,2134,18.948486721132433
1590,Rue_Fbg_St_Denis,845,843,14.157505167897686
5569,Vaugirard,2923,2924,8.154474125411554
4737,Bd_Voltaire,2524,3289,9.212798618733476
1580,Bd_de_la_Chapelle,837,838,38.85092678393193
4142,Bercy_bretelle_9,977,3157,0.22352523784101647
194,Sts_Peres,117,118,7.375409844592315
1590,Rue_Fbg_St_Denis,845,843,14.166123465658028
4735,Bd_Voltaire,2524,2525,30.94169424937368
4737,Bd_Voltaire,2524,3289,9.801348613334074
1581,Bd_de_la_Chapelle,839,838,24.04850626013406
4142,Bercy_bretelle_9,977,3157,0.21504622957973843
194,Sts_Peres,117,118,6.28949462249107
4836,Av_Daumesnil,2572,3045,15.556381837690164
5419,PI_Champerret,2746,2736,0.26522787760284333
1590,Rue_Fbg_St_Denis,845,843,18.529476730561132
4735,Bd_Voltaire,2524,2525,22.409970899677432
5820,Rennes,3035,2925,17.23608454743417
4737,Bd_Voltaire,2524,3289,8.864963929612824
1518,Belleville,756,3626,10.213770183069892
1581,Bd_de_la_Chapelle,839,838,21.676128695452423
4142,Bercy_bretelle_9,977,3157,245.26705782912478
194,Sts_Peres,117,118,5.897224743184633
4836,Av_Daumesnil,2572,3045,13.346046265133506
5419,PI_Champerret,2746,2736,262.8432989977343
5924,Av_Georges_Mandel,3077,3078,13.88926318918931
4735,Bd_Voltaire,2524,2525,29.51052858214112
5817,Rennes,3034,2925,23.132446829511522
4737,Bd_Voltaire,2524,3289,8.975918514251997
1518,Belleville,756,3626,10.24454086614592
1582,Bd_de_la_Chapelle,838,839,35.25698350719986
4142,Bercy_bretelle_9,977,3157,381.1875911263486
194,Sts_Peres,117,118,6.47290726749181
5631,Av_du_Maine,2959,2924,18.960056614671707
4836,Av_Daumesnil,2572,3045,16.32439662302955
5336,PI_Guyane,531,538,592.9738373562064
5419,PI_Champerret,2746,2736,358.4177430973142
5924,Av_Georges_Mandel,3077,3078,0.15379690107929908
5367,PE_Villette,973,937,355.4258402326732
4735,Bd_Voltaire,2524,2525,31.705291957537376
6091,Gentilly_bretelle_16,455,3154,0.05976044203546963
5817,Rennes,3034,2925,
5660,Convention,2967,2968,3.625905858659287
1582,Bd_de_la_Chapelle,838,839,12.089647552126218
4142,Bercy_bretelle_9,977,3157,407.0575518978577
194,Sts_Peres,117,118,8.107372458988703
5631,Av_du_Maine,2959,2924,18.228024106594134
4836,Av_Daumesnil,2572,3045,16.14555766023161
5336,PI_Guyane,531,538,621.4688491784638
1232,Bd_Magenta,3222,663,8.444168417298917
5419,PI_Champerret,2746,2736,336.5495883996835
5924,Av_Georges_Mandel,3077,3078,0.15237734332116065
1592,La_Fayette,846,829,
5367,PE_Villette,973,937,371.0861216103215
4735,Bd_Voltaire,2524,2525,30.345035073867002
6091,Gentilly_bretelle_16,455,3154,0.0659475119711527
5660,Convention,2967,2968,3.202457824517379
5631,Av_du_Maine,2959,2924,17.780838406569227
841,Bd_Massena,484,472,16.855406581568214
5336,PI_Guyane,531,538,597.3978595025852
5419,PI_Champerret,2746,2736,169.13263942166213
5924,Av_Georges_Mandel,3077,3078,9.364504645940153
5367,PE_Villette,973,937,447.5902834081478
4735,Bd_Voltaire,2524,2525,14.017372119090837
6091,Gentilly_bretelle_16,455,3154,0.06812759154110626
5660,Convention,2967,2968,6.670091236089198
4840,Av_Daumesnil,2577,2578,5.872191241851747
1584,Bd_de_la_Chapelle,840,839,5.163348210879139
5631,Av_du_Maine,2959,2924,16.573299228285357
5419,PI_Champerret,2746,2736,260.077599514528
5924,Av_Georges_Mandel,3077,3078,
1593,Bd_de_la_Chapelle,847,840,21.175180419691948
5367,PE_Villette,973,937,683.5685512297764
4736,Bd_Voltaire,2525,2524,14.392477636878203
6091,Gentilly_bretelle_16,455,3154,0.06648303415699193
5660,Convention,2967,2968,5.973547867465274
866,Bd_Massena-Pt_National,498,3290,7.073481971744435
4343,Bd_de_Courcelles,2329,2331,15.218366301975525
1421,Bd_Mortier,756,734,9.003212076372224
4840,Av_Daumesnil,2577,2578,6.278209230017889
5631,Av_du_Maine,2959,2924,20.529770782256858
846,Bd_Massena,487,488,21.106311644218405
5419,PI_Champerret,2746,2736,0.23518518194597043
5367,PE_Villette,973,937,439.1444367779238
4736,Bd_Voltaire,2525,2524,21.13429816476644
6091,Gentilly_bretelle_16,455,3154,0.06164962230479483
866,Bd_Massena-Pt_National,498,3290,11.966223815253004
4343,Bd_de_Courcelles,2329,2331,7.121851006047758
1427,Bd_Mortier,757,758,9.651622733912761
4840,Av_Daumesnil,2577,2578,17.643891676445328
5631,Av_du_Maine,2959,2924,17.550396058155044
5419,PI_Champerret,2746,2736,0.2540166907175839
4736,Bd_Voltaire,2525,2524,21.082061707425684
6092,AE_A6B,3155,2783,314.5478886352612
5436,PI_Muette,2441,2437,313.59965541139644
5813,Bd_Raspail,3033,2926,7.552336087934082
866,Bd_Massena-Pt_National,498,3290,0.1435865197407042
4343,Bd_de_Courcelles,2329,2331,8.076816689957662
1431,Bd_Mortier,759,707,5.71840569362032
