Identifiant arc,Libelle,Identifiant noeud amont,Identifiant noeud aval,cost
5401,Pt_d'Iena,2426,2374,14.198434137904666
5820,Rennes,3035,2925,17.03412807386475
4012,Av_de_Clichy,2037,2038,5.836947757511367
5465,AE_A3_bretelle_1,3538,2829,19.015906221171466
1442,Bd_Davout,768,762,8.84239208047992
1040,Bd_Victor,580,579,19.658079260281706
5401,Pt_d'Iena,2426,2374,20.386741329243065
5820,Rennes,3035,2925,
4014,Bd_Ney,2006,2007,16.056654183874493
822,Av_Pte_d'Italie,468,474,10.632599847545567
1442,Bd_Davout,768,762,17.321486056542497
1040,Bd_Victor,580,579,19.410656161714208
5401,Pt_d'Iena,2426,2374,17.134763803379542
5820,Rennes,3035,2925,
6557,Bd_Magenta,3399,827,12.537880646114019
4014,Bd_Ney,2006,2007,7.861314541252085
1442,Bd_Davout,768,762,16.88942907789826
5370,PE_Charles_Hermite,915,2838,103.2658350412497
1040,Bd_Victor,580,579,18.84266977624997
5401,Pt_d'Iena,2426,2374,17.40497661627452
4014,Bd_Ney,2006,2007,6.904304160498383
812,Av_d'Italie,471,473,14.27378263421547
5353,PE_Menilmontant,2829,2830,293.57976654470866
5370,PE_Charles_Hermite,915,2838,126.12349032147532
1040,Bd_Victor,580,579,16.852505595213643
5401,Pt_d'Iena,2426,2374,9.969097171696651
6557,Bd_Magenta,3399,827,10.069028352327047
4014,Bd_Ney,2006,2007,6.723993237805676
842,Bd_Massena,472,484,17.44250460367282
5353,PE_Menilmontant,2829,2830,
5370,PE_Charles_Hermite,915,2838,129.481679998532
1040,Bd_Victor,580,579,9.940002633171547
6557,Bd_Magenta,3399,827,10.827843883487043
4014,Bd_Ney,2006,2007,16.834451452544897
818,Bd_Massena,473,472,16.280111159385974
5354,PE_Leon_Frapie,2830,2831,
5370,PE_Charles_Hermite,915,2838,274.1731597705514
1040,Bd_Victor,580,579,17.66533607134697
609,Bd_Port_Royal,359,363,15.963774307398007
6557,Bd_Magenta,3399,827,11.382171965772347
6194,Philippe_Auguste,2528,2696,17.739421919536063
4014,Bd_Ney,2006,2007,15.057660238126703
814,Bd_Kellermann,473,469,12.72881403591625
5354,PE_Leon_Frapie,2830,2831,
5492,SI_A4_bretelle_2,2823,3157,29.318674941233436
5370,PE_Charles_Hermite,915,2838,237.93389216506407
1561,Bd_Magenta,828,827,11.509823213471186
6194,Philippe_Auguste,2528,2696,8.874973164339767
5355,PI_Leon_Frapie,781,2832,409.7346539881627
5492,SI_A4_bretelle_2,2823,3157,29.271475533199382
5376,PE_Chapelle_Ouest,955,2839,237.33742444924644
1561,Bd_Magenta,828,827,12.961751587088656
6194,Philippe_Auguste,2528,2696,16.391125903037906
5355,PI_Leon_Frapie,781,2832,331.53753973770176
1448,Bd_Davout,769,764,0.11542537535557036
5492,SI_A4_bretelle_2,2823,3157,28.801463116982553
5376,PE_Chapelle_Ouest,955,2839,235.25091457941846
794,Bd_Kellermann,426,3405,7.868099697916003
1561,Bd_Magenta,828,827,12.548168727359538
6194,Philippe_Auguste,2528,2696,
1448,Bd_Davout,769,764,10.173145268125648
5492,SI_A4_bretelle_2,2823,3157,30.971267216348703
794,Bd_Kellermann,426,3405,6.604303704017204
1561,Bd_Magenta,828,827,12.533555037193661
6194,Philippe_Auguste,2528,2696,18.023597351648935
846,Bd_Massena,487,488,18.924895899403527
605,Bd_Port_Royal,353,362,3.5178418403026486
313,Quai_Anatole_France,2240,183,17.642935889417263
1448,Bd_Davout,769,764,11.1903046929705
5492,SI_A4_bretelle_2,2823,3157,26.13799648679142
794,Bd_Kellermann,426,3405,7.8077862142265495
5368,PE_Zac_Aubervillie,937,918,0.3048453943746617
1561,Bd_Magenta,828,827,14.784232335494474
6194,Philippe_Auguste,2528,2696,16.15202884834883
845,Bd_Massena,488,487,20.41788424058472
6043,Bd_Batignolles,3130,3129,20.501871179346484
313,Quai_Anatole_France,2240,183,26.323533119877773
1443,Bd_Davout,768,764,13.010899729384434
5492,SI_A4_bretelle_2,2823,3157,43.88870523881009
5368,PE_Zac_Aubervillie,937,918,215.39158889148766
1561,Bd_Magenta,828,827,14.023870743042044
849,Av_Pte_d_Ivry,489,488,11.014501043528398
5478,AI_A3_bretelle_7,3537,2835,0.32006842347129005
1038,Bd_Victor,579,578,18.150131628945086
6043,Bd_Batignolles,3130,3129,9.951217679776395
313,Quai_Anatole_France,2240,183,35.13643409421133
1443,Bd_Davout,768,764,0.142022098669357
5492,SI_A4_bretelle_2,2823,3157,33.95919046222736
5377,PI_Chapelle_Ouest,957,2840,0.15453962602210722
5382,PI_Villette,938,941,
1561,Bd_Magenta,828,827,12.566824349870704
5478,AI_A3_bretelle_7,3537,2835,
1038,Bd_Victor,579,578,11.263274140446123
6043,Bd_Batignolles,3130,3129,10.419246260977992
313,Quai_Anatole_France,2240,183,19.45545935772217
1443,Bd_Davout,768,764,0.13459872706427276
5377,PI_Chapelle_Ouest,957,2840,0.13974583129041593
5382,PI_Villette,938,941,352.1865612574361
1561,Bd_Magenta,828,827,13.161759986015975
5478,AI_A3_bretelle_7,3537,2835,
1038,Bd_Victor,579,578,19.60057891568447
6043,Bd_Batignolles,3130,3129,12.105964146138028
313,Quai_Anatole_France,2240,183,0.14867086944780508
1443,Bd_Davout,768,764,0.15927362763814312
5377,PI_Chapelle_Ouest,957,2840,195.43101702122158
1561,Bd_Magenta,828,827,12.292599879200953
5478,AI_A3_bretelle_7,3537,2835,
1038,Bd_Victor,579,578,21.12734203970233
607,Bd_Port_Royal,362,359,11.520846865963097
6043,Bd_Batignolles,3130,3129,21.12263750379934
313,Quai_Anatole_France,2240,183,43.3452014306244
1443,Bd_Davout,768,764,0.13627201033206662
5377,PI_Chapelle_Ouest,957,2840,175.30819730344862
614,Gay_Lussac,356,365,18.06374933257873
1561,Bd_Magenta,828,827,13.82490269273683
856,Bd_Massena,491,493,14.661227110678754
1038,Bd_Victor,579,578,20.541891777728356
607,Bd_Port_Royal,362,359,10.742652109819476
4866,Bd_de_Reuilly,2585,2592,0.15310763768020386
314,Quai_Anatole_France,183,184,9.5813502727437
1443,Bd_Davout,768,764,0.18741395658757032
5384,PI_Cloture,941,2841,157.60579959074173
4563,Souterrain_Varsovie_VGP,2428,2425,32.97484919097139
615,Gay_Lussac,356,347,11.911021892179104
1561,Bd_Magenta,828,827,12.18897517282567
1038,Bd_Victor,579,578,13.012669035499655
607,Bd_Port_Royal,362,359,3.5178418403026486
4866,Bd_de_Reuilly,2585,2592,10.809238632854829
314,Quai_Anatole_France,183,184,11.883912113204849
1443,Bd_Davout,768,764,8.443188199821325
5384,PI_Cloture,941,2841,223.86277324095943
4563,Souterrain_Varsovie_VGP,2428,2425,31.915193678109063
615,Gay_Lussac,356,347,11.994111321406345
1561,Bd_Magenta,828,827,14.000648774881189
609,Bd_Port_Royal,359,363,17.01640755848986
4866,Bd_de_Reuilly,2585,2592,0.10849976484571855
314,Quai_Anatole_France,183,184,9.743717219277643
5494,SE_Bercy_bretelle_4,2813,2883,0.14363283081000133
5388,PI_Pre_St_Gervais,788,2842,174.98958533697095
1561,Bd_Magenta,828,827,14.159608945978098
1722,Bd_Ney,911,910,
1378,Bd_Beaumarchais,745,743,18.734052536512607
5362,PE_Pre_St_Gervais,789,2836,
609,Bd_Port_Royal,359,363,7.780052961077497
4866,Bd_de_Reuilly,2585,2592,0.10661322620206745
315,Quai_Anatole_France,3269,185,12.868048767475534
5494,SE_Bercy_bretelle_4,2813,2883,0.14272010680867395
5813,Bd_Raspail,3033,2926,7.108914644008108
1561,Bd_Magenta,828,827,12.680160490308927
1722,Bd_Ney,911,910,15.911356593422433
1378,Bd_Beaumarchais,745,743,20.870219563242248
5362,PE_Pre_St_Gervais,789,2836,
609,Bd_Port_Royal,359,363,8.44519376530599
4866,Bd_de_Reuilly,2585,2592,7.2602310039643845
315,Quai_Anatole_France,3269,185,12.107937073880333
5494,SE_Bercy_bretelle_4,2813,2883,0.1485849518942497
6582,Bd_des_Invalides,3366,3411,12.516209525492485
5813,Bd_Raspail,3033,2926,13.006016991719557
1563,Bd_Magenta,829,828,12.961751587088656
1722,Bd_Ney,911,910,8.202033558246205
5362,PE_Pre_St_Gervais,789,2836,
4866,Bd_de_Reuilly,2585,2592,9.88189396798877
315,Quai_Anatole_France,3269,185,6.930207159935017
5494,SE_Bercy_bretelle_4,2813,2883,27.26375216726644
5184,PE_Point_du_Jour,2725,2504,352.7899644082098
6582,Bd_des_Invalides,3366,3411,14.914321848002782
635,Monge,372,82,17.634019980272296
5813,Bd_Raspail,3033,2926,9.049628890473283
1563,Bd_Magenta,829,828,12.548168727359538
1722,Bd_Ney,911,910,13.301653109600224
5365,PE_Zenith,808,2837,464.25369754043015
1040,Bd_Victor,580,579,17.616687285187425
315,Quai_Anatole_France,3269,185,16.195654105016537
5494,SE_Bercy_bretelle_4,2813,2883,0.16462659946809288
6582,Bd_des_Invalides,3366,3411,15.375438955446825
635,Monge,372,82,15.105178035006082
5813,Bd_Raspail,3033,2926,9.997622605612813
1563,Bd_Magenta,829,828,12.533555037193661
1722,Bd_Ney,911,910,17.63562836568935
1397,Av_Republique,749,702,21.697630196280645
5365,PE_Zenith,808,2837,291.87582968335744
1040,Bd_Victor,580,579,19.642634581300424
315,Quai_Anatole_France,3269,185,9.480510960199092
5405,PE_Andre_Brechet,2082,2849,230.88938712419062
635,Monge,372,82,15.52239831957412
1563,Bd_Magenta,829,828,14.784232335494474
1722,Bd_Ney,911,910,13.542924879089425
1397,Av_Republique,749,702,17.833714417553185
5370,PE_Charles_Hermite,915,2838,139.4290792881359
1040,Bd_Victor,580,579,16.804718840689123
315,Quai_Anatole_France,3269,185,8.069664407152493
4706,Bd_Diderot,2511,2510,26.9561883336821
5405,PE_Andre_Brechet,2082,2849,357.5895513419283
1563,Bd_Magenta,829,828,16.350876313811117
1722,Bd_Ney,911,910,19.054725574302946
5370,PE_Charles_Hermite,915,2838,126.08011111727994
315,Quai_Anatole_France,3269,185,5.243648700569202
5405,PE_Andre_Brechet,2082,2849,547.0885715599564
1563,Bd_Magenta,829,828,12.409010355661295
1722,Bd_Ney,911,910,16.62409768886298
1399,Av_Republique,750,749,9.743685407179894
316,Quai_Anatole_France,185,186,12.868048767475534
5405,PE_Andre_Brechet,2082,2849,645.1047820422533
1563,Bd_Magenta,829,828,12.566824349870704
1722,Bd_Ney,911,910,13.012669035499655
316,Quai_Anatole_France,185,186,6.930207159935017
1444,Bd_Davout,764,768,13.536569885727783
5407,PE_Clichy,2087,2850,277.23436166825053
1563,Bd_Magenta,829,828,13.161759986015975
1722,Bd_Ney,911,910,15.402467227692341
614,Gay_Lussac,356,365,17.479060285929684
6271,Bd_de_Courcelles,3241,3131,5.4949620451477745
316,Quai_Anatole_France,185,186,8.25125784361931
1444,Bd_Davout,764,768,0.13860420310989924
5412,PI_Andre_Brechet,2081,2851,132.96672346244222
1044,Bd_Lefebvre,582,581,13.838610106212773
1563,Bd_Magenta,829,828,15.717412565021876
1722,Bd_Ney,911,910,0.1027810771554439
614,Gay_Lussac,356,365,18.102560962877448
6271,Bd_de_Courcelles,3241,3131,0.04230354955683566
316,Quai_Anatole_France,185,186,9.480510960199092
1444,Bd_Davout,764,768,12.632587309287326
4715,Av_de_Versailles,2401,2515,20.571084818498736
5412,PI_Andre_Brechet,2081,2851,242.65900381750313
1044,Bd_Lefebvre,582,581,15.261460961063388
5009,Tolbiac,2651,2652,10.1101004099125
644,Quai_Hotel_de_Ville,261,12,28.687408507490723
1563,Bd_Magenta,829,828,12.18897517282567
5124,Quai_Francois_Mauriac,2253,2703,9.305562754941826
614,Gay_Lussac,356,365,17.2063047945482
6271,Bd_de_Courcelles,3241,3131,0.04927914717366551
316,Quai_Anatole_France,185,186,26.34690949098266
1444,Bd_Davout,764,768,12.932156154848945
5412,PI_Andre_Brechet,2081,2851,147.33314583973666
6586,Bd_des_Invalides,3412,3413,10.071838100905033
1044,Bd_Lefebvre,582,581,13.81727790153551
5009,Tolbiac,2651,2652,8.427993859885001
1563,Bd_Magenta,829,828,14.000648774881189
5124,Quai_Francois_Mauriac,2253,2703,9.662551675486702
4031,Bd_Bessieres,2020,2024,12.074768203032974
615,Gay_Lussac,356,347,11.813852083361397
6271,Bd_de_Courcelles,3241,3131,0.04796772555615223
316,Quai_Anatole_France,185,186,8.069664407152493
1444,Bd_Davout,764,768,10.595668531788503
4718,Av_de_Versailles,2515,2517,15.736576339533919
5412,PI_Andre_Brechet,2081,2851,225.76736269960404
6586,Bd_des_Invalides,3412,3413,8.952475047092937
1044,Bd_Lefebvre,582,581,13.90387443534599
5009,Tolbiac,2651,2652,18.975901603158896
1563,Bd_Magenta,829,828,14.628812857453173
5124,Quai_Francois_Mauriac,2253,2703,0.08907170018072312
5377,PI_Chapelle_Ouest,957,2840,123.998598266575
615,Gay_Lussac,356,347,9.89620588881387
6271,Bd_de_Courcelles,3241,3131,0.05163052117336901
5111,Bd_de_Bercy,2589,2585,0.04773975665711193
316,Quai_Anatole_France,185,186,5.243648700569202
1444,Bd_Davout,764,768,21.7382108344332
6586,Bd_des_Invalides,3412,3413,8.033665112631141
5009,Tolbiac,2651,2652,18.253116107260578
1563,Bd_Magenta,829,828,12.680160490308927
5124,Quai_Francois_Mauriac,2253,2703,0.0980784079078198
4031,Bd_Bessieres,2020,2024,7.7768497131638314
1407,Av_Gambetta,753,701,21.62710632032596
5377,PI_Chapelle_Ouest,957,2840,155.15081503462346
6271,Bd_de_Courcelles,3241,3131,0.05926537589078637
5111,Bd_de_Bercy,2589,2585,0.04764762560812346
4738,Bd_Voltaire,3289,2524,15.49568682221853
5425,PI_Maillot,2803,2852,252.67339988299557
5384,PI_Cloture,941,2841,273.44563441924277
5009,Tolbiac,2651,2652,22.664734108521404
5589,Sevres,2938,2929,23.45721355129318
5137,Quai_de_la_Gare,900,2703,6.159518459227876
4031,Bd_Bessieres,2020,2024,15.633182393253282
1407,Av_Gambetta,753,701,
5377,PI_Chapelle_Ouest,957,2840,136.0631807372381
644,Quai_Hotel_de_Ville,261,12,16.47883954276325
6044,Bd_Batignolles,3130,3131,8.29170935028914
5111,Bd_de_Bercy,2589,2585,0.04479110792783713
4735,Bd_Voltaire,2524,2525,20.72124911138339
5425,PI_Maillot,2803,2852,299.8892981472567
6813,Invalides_Gallieni,3413,3415,8.952475047092937
5384,PI_Cloture,941,2841,209.02617770723387
5009,Tolbiac,2651,2652,9.34749819233908
5589,Sevres,2938,2929,12.421465556719223
5137,Quai_de_la_Gare,900,2703,11.055126986881861
4031,Bd_Bessieres,2020,2024,12.49634586692404
5377,PI_Chapelle_Ouest,957,2840,144.39192148167552
644,Quai_Hotel_de_Ville,261,12,14.973441659165541
6044,Bd_Batignolles,3130,3131,10.513429231858632
5111,Bd_de_Bercy,2589,2585,0.05396741204189178
5425,PI_Maillot,2803,2852,
6813,Invalides_Gallieni,3413,3415,8.033665112631141
5384,PI_Cloture,941,2841,168.9620973818288
5009,Tolbiac,2651,2652,10.016549974895563
5589,Sevres,2938,2929,34.182748463631576
5137,Quai_de_la_Gare,900,2703,19.44221877861753
4032,Bd_Berthier,2024,2022,6.165180531447262
5384,PI_Cloture,941,2841,249.02998309996647
6044,Bd_Batignolles,3130,3131,9.902973649100865
5111,Bd_de_Bercy,2589,2585,0.051244374620701076
5500,AI_Maillot_2_bretelle_10,2768,2852,13.080867134456623
5384,PI_Cloture,941,2841,144.7629404423946
5009,Tolbiac,2651,2652,11.526676856346905
5589,Sevres,2938,2929,21.84036006822009
1592,La_Fayette,846,829,14.924681880566233
5137,Quai_de_la_Gare,900,2703,17.49970517104008
4032,Bd_Berthier,2024,2022,13.394861734003868
5388,PI_Pre_St_Gervais,788,2842,282.03795360593074
6044,Bd_Batignolles,3130,3131,3.912596121172616
6394,Av_Ph_Auguste,3315,2528,25.15378537720765
5500,AI_Maillot_2_bretelle_10,2768,2852,15.820123933267732
5009,Tolbiac,2651,2652,12.770319959042268
5589,Sevres,2938,2929,23.515613177928245
1592,La_Fayette,846,829,28.835053087401512
4032,Bd_Berthier,2024,2022,12.778088710635672
5388,PI_Pre_St_Gervais,788,2842,196.5583848716987
6044,Bd_Batignolles,3130,3131,9.613437528281636
6195,Philippe_Auguste,2696,2528,11.815254504322313
5500,AI_Maillot_2_bretelle_10,2768,2852,12.667459869152195
5009,Tolbiac,2651,2652,0.10429599558738144
5589,Sevres,2938,2929,14.693465283838846
1592,La_Fayette,846,829,
6044,Bd_Batignolles,3130,3131,15.018166943458496
5500,AI_Maillot_2_bretelle_10,2768,2852,19.583159588578937
5009,Tolbiac,2651,2652,0.11231818249722794
1592,La_Fayette,846,829,23.48699556521292
5498,AE_Bagnolet_bretelle_3b,3158,2828,36.17378838912838
5500,AI_Maillot_2_bretelle_10,2768,2852,
5009,Tolbiac,2651,2652,9.965633360378117
1592,La_Fayette,846,829,
5405,PE_Andre_Brechet,2082,2849,243.45158530781336
5498,AE_Bagnolet_bretelle_3b,3158,2828,10.386234927718993
5009,Tolbiac,2651,2652,9.859245419511526
1592,La_Fayette,846,829,
5517,Quai_Francois_Mauriac,2253,2704,7.764208783462688
1421,Bd_Mortier,756,734,8.817970459459067
5407,PE_Clichy,2087,2850,390.664817438278
5498,AE_Bagnolet_bretelle_3b,3158,2828,10.835832081104884
1592,La_Fayette,846,829,20.09904394576155
5517,Quai_Francois_Mauriac,2253,2704,14.220139152763485
1426,Bd_Mortier,757,736,10.951933704238826
5407,PE_Clichy,2087,2850,386.8985936370752
5498,AE_Bagnolet_bretelle_3b,3158,2828,19.733408201583813
1592,La_Fayette,846,829,13.937686862904679
5517,Quai_Francois_Mauriac,2253,2704,15.832098008543657
5412,PI_Andre_Brechet,2081,2851,
5579,Sevres,2929,2930,6.214199850074576
1592,La_Fayette,846,829,14.697330640845653
5517,Quai_Francois_Mauriac,2253,2704,15.90179546810153
1428,Bd_Mortier,758,757,10.951933704238826
5412,PI_Andre_Brechet,2081,2851,
4980,Av_Claude_Vellfaux,2639,2624,23.446658623996022
1046,Bd_Lefebvre,583,582,16.89897480128348
5579,Sevres,2929,2930,3.776374317653394
1592,La_Fayette,846,829,16.056341850275253
5517,Quai_Francois_Mauriac,2253,2704,18.15283494175836
5412,PI_Andre_Brechet,2081,2851,
4398,Quai_d'Orsay,2349,3522,0.11446490755245761
1447,Bd_Davout,764,769,10.945308860462005
4980,Av_Claude_Vellfaux,2639,2624,14.774334665724231
1046,Bd_Lefebvre,583,582,16.70837788377889
5595,Bd_Garibaldi,2940,2931,7.550915892333289
1592,La_Fayette,846,829,19.252161169534972
4535,VGP,2414,2707,15.65750003889211
5425,PI_Maillot,2803,2852,272.63138573414415
4398,Quai_d'Orsay,2349,3522,0.08788903662428732
1447,Bd_Davout,764,769,0.12723731039383945
4980,Av_Claude_Vellfaux,2639,2624,
1046,Bd_Lefebvre,583,582,16.713353188240255
5595,Bd_Garibaldi,2940,2931,17.62420012321468
1592,La_Fayette,846,829,16.333271164186932
4535,VGP,2414,2707,14.995164933857625
1430,Bd_Mortier,759,760,5.97866042229277
5500,AI_Maillot_2_bretelle_10,2768,2852,12.491835469413028
4398,Quai_d'Orsay,2349,3522,0.10869307947922327
1447,Bd_Davout,764,769,0.09342582210861076
1046,Bd_Lefebvre,583,582,30.28607145500718
4560,Bd_Suchet,2431,2430,20.67352361129661
5595,Bd_Garibaldi,2940,2931,24.866812838239504
4535,VGP,2414,2707,15.122126339921275
5500,AI_Maillot_2_bretelle_10,2768,2852,12.61779369034001
4398,Quai_d'Orsay,2349,3522,9.063631308195108
1447,Bd_Davout,764,769,13.206979267699351
1046,Bd_Lefebvre,583,582,16.97917207084714
4560,Bd_Suchet,2431,2430,20.28291377253626
5595,Bd_Garibaldi,2940,2931,24.352937198948222
4535,VGP,2414,2707,22.08825449454365
5500,AI_Maillot_2_bretelle_10,2768,2852,12.721223886488291
4398,Quai_d'Orsay,2349,3522,19.055142266845323
5500,AI_Maillot_2_bretelle_10,2768,2852,13.008861105952219
4560,Bd_Suchet,2431,2430,13.745242846847846
5595,Bd_Garibaldi,2940,2931,27.87631312717049
4535,VGP,2414,2707,18.669206677708953
4392,Quai_d'Orsay,2349,189,0.10572836824279032
5500,AI_Maillot_2_bretelle_10,2768,2852,12.075476458550304
4560,Bd_Suchet,2431,2430,11.269064947979922
656,Froidevaux,383,382,22.27685438919461
5580,Sevres,2930,2931,8.736422009067105
4535,VGP,2414,2707,23.044839584129058
5009,Tolbiac,2651,2652,10.227179753497742
4392,Quai_d'Orsay,2349,189,8.915662549413774
5500,AI_Maillot_2_bretelle_10,2768,2852,15.227779776763974
656,Froidevaux,383,382,15.061275410497664
5580,Sevres,2930,2931,9.18238884101652
1044,Bd_Lefebvre,582,581,12.496851341602495
5009,Tolbiac,2651,2652,7.7801162988366706
4392,Quai_d'Orsay,2349,189,19.468823675805844
5500,AI_Maillot_2_bretelle_10,2768,2852,23.047152773351723
6419,Bd_Villette,3323,2625,24.97814506592789
5580,Sevres,2930,2931,8.574962965693064
1447,Bd_Davout,764,769,13.293716994771113
1044,Bd_Lefebvre,582,581,13.113524984452646
5009,Tolbiac,2651,2652,10.083780031300291
4377,Pt_des_Invalides,2349,2469,8.13164469833704
5715,Vouille,2991,2975,20.828285915801672
5500,AI_Maillot_2_bretelle_10,2768,2852,20.47405637818156
6419,Bd_Villette,3323,2625,23.78173161880929
6622,Av_Simon_Bolivar,3427,3432,7.905238382292943
1444,Bd_Davout,764,768,11.592650117544839
1044,Bd_Lefebvre,582,581,14.39047174426403
5009,Tolbiac,2651,2652,14.13139916654471
4377,Pt_des_Invalides,2349,2469,9.052353380170725
5715,Vouille,2991,2975,10.568297222249875
5500,AI_Maillot_2_bretelle_10,2768,2852,23.59204038484973
6622,Av_Simon_Bolivar,3427,3432,7.257340652252073
1565,Bd_Magenta,830,829,
1044,Bd_Lefebvre,582,581,15.95238653253926
5009,Tolbiac,2651,2652,21.126975497377977
4377,Pt_des_Invalides,2349,2469,0.10779463389152609
656,Froidevaux,383,382,17.717578684635743
5715,Vouille,2991,2975,0.09276072625907088
5456,PI_Lac_Superieur,2863,2856,290.44638766741247
6622,Av_Simon_Bolivar,3427,3432,7.226505752219413
1565,Bd_Magenta,830,829,
1044,Bd_Lefebvre,582,581,13.267725704050797
5009,Tolbiac,2651,2652,20.209638222481896
4377,Pt_des_Invalides,2349,2469,9.551514142331133
5456,PI_Lac_Superieur,2863,2856,312.0365338431669
4558,Bd_Suchet,2432,2431,34.762992240447105
1565,Bd_Magenta,830,829,11.417241674642396
1443,Bd_Davout,768,764,18.888933486886685
1044,Bd_Lefebvre,582,581,13.523733339728244
5009,Tolbiac,2651,2652,18.47740434154147
4377,Pt_des_Invalides,2349,2469,18.732708192891295
4963,Av_Secretan,2627,2600,9.229843300407898
6055,Amsterdam,3137,3138,22.271864748018118
1446,Av_Pte_de_Montreuil,769,770,15.940604125932838
5456,PI_Lac_Superieur,2863,2856,385.66933178341156
4558,Bd_Suchet,2432,2431,36.08673761003972
662,Pl_Denfert_Rochereau,384,385,17.71685518035971
1565,Bd_Magenta,830,829,
1442,Bd_Davout,768,762,19.43113713443425
5009,Tolbiac,2651,2652,10.914426860875048
4963,Av_Secretan,2627,2600,0.12039328528552984
6055,Amsterdam,3137,3138,10.139127800201832
1446,Av_Pte_de_Montreuil,769,770,6.0889576673783
5441,PE_Lac_Superieur,2445,2857,348.9097637038785
4558,Bd_Suchet,2432,2431,23.730581338598952
1565,Bd_Magenta,830,829,
1687,Bd_de_Bercy,894,2711,22.408946267072913
1581,Bd_de_la_Chapelle,839,838,21.061108855047337
1448,Bd_Davout,769,764,11.164378157348661
5009,Tolbiac,2651,2652,0.072308213501377
4963,Av_Secretan,2627,2600,0.1108082699657997
6055,Amsterdam,3137,3138,0.13703684573224606
1446,Av_Pte_de_Montreuil,769,770,7.1449676961009985
5441,PE_Lac_Superieur,2445,2857,387.64899246215094
5379,PI_Charles_Hermite,954,921,104.21975959918257
4558,Bd_Suchet,2432,2431,12.238672952995485
1565,Bd_Magenta,830,829,
1687,Bd_de_Bercy,894,2711,34.95103928618374
1581,Bd_de_la_Chapelle,839,838,22.293178993442762
1446,Av_Pte_de_Montreuil,769,770,16.527513085459116
5009,Tolbiac,2651,2652,0.1250332719483349
4963,Av_Secretan,2627,2600,0.11889729720434179
6055,Amsterdam,3137,3138,11.267398800591339
1446,Av_Pte_de_Montreuil,769,770,13.942727583186477
5379,PI_Charles_Hermite,954,921,158.1003116140245
1565,Bd_Magenta,830,829,18.433836198282243
1687,Bd_de_Bercy,894,2711,
1581,Bd_de_la_Chapelle,839,838,24.153428971050527
5009,Tolbiac,2651,2652,10.266829705365803
4963,Av_Secretan,2627,2600,0.10440976465336316
6055,Amsterdam,3137,3138,10.468623307134969
5376,PE_Chapelle_Ouest,955,2839,181.56799227256008
1565,Bd_Magenta,830,829,36.41949961672855
1687,Bd_de_Bercy,894,2711,
1581,Bd_de_la_Chapelle,839,838,21.82563687213818
4960,Bd_Villette,2622,2600,
5376,PE_Chapelle_Ouest,955,2839,159.97846852159333
5021,Rue_Fbg_St_Martin,835,2653,25.565658300756386
1565,Bd_Magenta,830,829,11.883963439314748
1687,Bd_de_Bercy,894,2711,23.73285415223291
1581,Bd_de_la_Chapelle,839,838,20.36554060274612
4383,Av_Foch,2351,2347,27.439247019968594
4960,Bd_Villette,2622,2600,5.802968203520734
5377,PI_Chapelle_Ouest,957,2840,153.13128427147893
5021,Rue_Fbg_St_Martin,835,2653,26.974818101663832
1565,Bd_Magenta,830,829,9.491821102392159
1687,Bd_de_Bercy,894,2711,21.821455123844437
4383,Av_Foch,2351,2347,13.454779807017438
662,Pl_Denfert_Rochereau,384,385,11.5621965681282
4960,Bd_Villette,2622,2600,7.01485179615023
5377,PI_Chapelle_Ouest,957,2840,139.3480523004727
5021,Rue_Fbg_St_Martin,835,2653,22.55383337511502
1565,Bd_Magenta,830,829,11.232300628466053
1529,Joseph_Kessel,815,2712,5.160907891720393
1581,Bd_de_la_Chapelle,839,838,22.14614126919527
1046,Bd_Lefebvre,583,582,17.841508621918553
4383,Av_Foch,2351,2347,39.21060018438041
662,Pl_Denfert_Rochereau,384,385,16.969104717290577
4960,Bd_Villette,2622,2600,4.608797369555315
5503,AI_RN13_bretelle_15,2891,2803,
5377,PI_Chapelle_Ouest,957,2840,142.44326066112913
5021,Rue_Fbg_St_Martin,835,2653,25.679789620251533
1565,Bd_Magenta,830,829,9.932507730737575
1529,Joseph_Kessel,815,2712,8.426638556625344
1581,Bd_de_la_Chapelle,839,838,10.235092240192715
4044,Bd_Ney,896,2000,17.22183304059443
5456,PI_Lac_Superieur,2863,2856,496.1693218818623
1046,Bd_Lefebvre,583,582,13.485545630020892
4385,Av_Foch,2352,2351,10.892360969570827
4960,Bd_Villette,2622,2600,13.450907751008199
5503,AI_RN13_bretelle_15,2891,2803,
5021,Rue_Fbg_St_Martin,835,2653,39.66153278174248
1529,Joseph_Kessel,815,2712,14.544183502747867
1581,Bd_de_la_Chapelle,839,838,11.265720412678661
4044,Bd_Ney,896,2000,8.796219290230198
5456,PI_Lac_Superieur,2863,2856,267.6285188175877
1046,Bd_Lefebvre,583,582,15.305213169439106
4385,Av_Foch,2352,2351,9.694751718371343
5503,AI_RN13_bretelle_15,2891,2803,0.31335962171925774
5021,Rue_Fbg_St_Martin,835,2653,25.722203436193134
1529,Joseph_Kessel,815,2712,10.177777250964644
1581,Bd_de_la_Chapelle,839,838,21.603850373744095
4044,Bd_Ney,896,2000,8.82868820810418
5456,PI_Lac_Superieur,2863,2856,306.47377794662845
1046,Bd_Lefebvre,583,582,17.892791773977535
4385,Av_Foch,2352,2351,17.887865176832015
5331,PE_Montreuil,817,771,413.71216289865805
