Identifiant noeud amont,Identifiant noeud aval,cost
720,699,12.162929133538944
632,2745,215.9912773174689
410,411,14.95307773710659
3323,678,20.259214758314386
2610,517,18.640646592397367
2834,2878,0.29137528236012417
2098,2133,5.180966869410411
3315,3316,11.820147964017668
2849,2087,484.02430018361474
2999,2998,10.376110292595245
514,515,9.89938088208837
2801,3080,0.29915716216102045
3158,2828,18.13657974961575
138,139,6.74589026994586
720,699,12.162929133538944
426,3405,12.037204601617058
632,2745,381.1050794196084
407,411,5.161474388507866
3323,678,20.259214758314386
2610,517,16.58090663743633
2834,2878,0.29137528236012417
2098,2133,5.180966869410411
3315,3316,23.510404192167012
3000,2999,7.7288267100695185
514,515,9.89938088208837
2062,3082,11.49436114809758
3158,2828,18.13657974961575
138,139,6.74589026994586
720,699,6.115063818519579
426,3405,12.037204601617058
632,2745,215.9912773174689
2431,2430,22.310679435563234
3323,678,20.259214758314386
2610,517,16.58090663743633
2098,2133,5.180966869410411
3315,3316,23.510404192167012
2849,2087,484.02430018361474
514,515,9.89938088208837
2062,3082,11.49436114809758
3158,2828,18.13657974961575
2834,2878,46.91142045997998
720,699,6.115063818519579
2852,2746,431.2980725267433
2431,2430,22.310679435563234
3323,678,20.259214758314386
2610,517,16.58090663743633
2098,2133,5.180966869410411
3315,3316,23.510404192167012
2849,2087,484.02430018361474
514,515,9.89938088208837
3158,2828,18.13657974961575
2834,2878,46.91142045997998
720,699,6.115063818519579
2852,2746,287.5320483511622
414,413,20.172160230404238
2431,2430,22.310679435563234
3325,3333,13.683133860665606
2610,517,16.58090663743633
2098,2133,5.824565238281269
3315,3316,23.510404192167012
2849,2087,484.02430018361474
3149,3002,14.457696807008684
514,515,0.10878440529767434
3158,2828,18.13657974961575
2834,2878,52.73892610718247
720,699,6.115063818519579
415,414,4.417326629123561
2431,2430,22.310679435563234
3325,3333,13.683133860665606
2610,517,16.58090663743633
2098,2133,5.824565238281269
3315,3316,23.510404192167012
2849,2087,0.2686784902490229
2595,2587,17.636123017525307
514,515,0.10878440529767434
2834,2878,52.73892610718247
3082,3083,17.009647308773
2834,2878,0.29137528236012417
720,699,6.115063818519579
416,415,9.836937103568498
3325,3333,13.683133860665606
2610,517,16.58090663743633
2931,2922,24.110427403627117
3315,3316,23.510404192167012
2849,2087,43.25723693009269
514,515,0.10878440529767434
2834,2878,52.73892610718247
3082,3083,17.009647308773
2834,2878,0.29137528236012417
699,720,7.41089816725803
414,415,2.2442264017844535
3325,3333,13.683133860665606
2610,517,18.640646592397367
2931,2922,24.110427403627117
3318,3317,18.948438801235884
514,515,0.10878440529767434
2834,2878,52.73892610718247
2877,2878,42.77701750515714
166,142,11.062842024137826
699,720,7.41089816725803
431,416,16.842533938402653
3325,3333,13.683133860665606
2610,517,18.640646592397367
2931,2922,24.110427403627117
3318,3317,37.68865300026038
515,516,11.604736220699076
2834,2878,52.73892610718247
2877,2878,42.77701750515714
699,720,7.41089816725803
3366,3411,11.833934755468098
2432,2431,26.782166420725243
3325,2609,20.998494919967467
2610,517,18.640646592397367
2931,2922,24.110427403627117
3318,3317,37.68865300026038
515,516,11.604736220699076
2834,2878,46.91142045997998
2877,2878,38.05027523939392
219,218,10.062405666954426
699,720,7.41089816725803
412,416,14.695231865883244
2432,2431,26.782166420725243
3325,2609,20.998494919967467
2610,517,16.58090663743633
2931,2922,36.16564110544068
2584,2583,18.074317389474807
515,516,11.604736220699076
2834,2878,46.91142045997998
2054,2055,8.124955614668158
219,218,10.062405666954426
733,720,21.34364092040265
422,420,13.155448156477267
2432,2431,26.782166420725243
3325,2609,20.998494919967467
2610,517,16.58090663743633
2581,2580,21.0755098843548
515,516,11.604736220699076
2054,2055,4.084922436103881
219,218,15.093608500431639
733,720,21.34364092040265
407,421,5.302330496306733
2432,2433,10.108847666264722
3325,2609,20.998494919967467
2836,804,446.88009678730737
2583,2581,10.717848226509387
515,516,11.604736220699076
3538,2829,0.20779025293164
2054,2055,4.084922436103881
219,218,10.062405666954426
733,720,0.1179206680685229
416,422,3.4368053024298626
2432,2433,10.108847666264722
3325,2609,20.998494919967467
2836,804,446.88009678730737
515,516,11.604736220699076
3538,2829,0.13852683528776
2054,2055,8.124955614668158
219,218,10.062405666954426
733,720,10.730780794235587
416,422,3.4368053024298626
2432,2433,10.108847666264722
3325,2609,20.998494919967467
2836,804,297.9200645248716
2601,2603,25.799552857901368
515,516,11.604736220699076
3538,2829,0.13852683528776
2054,2055,8.124955614668158
219,218,10.062405666954426
733,720,10.730780794235587
424,423,20.217299467834522
2836,804,0.2480600037675866
3027,3026,14.281324655734812
515,516,0.127524573853836
3538,2829,0.13852683528776
2054,2055,8.124955614668158
3298,3253,28.95839867662181
219,218,10.062405666954426
720,733,19.28880290494622
3412,3413,9.421864830277906
424,423,20.217299467834522
2836,804,0.2480600037675866
2579,3026,17.240672935536264
515,516,0.127524573853836
2836,804,297.9200645248716
3538,2829,0.13852683528776
2054,2055,8.124955614668158
3298,3253,28.95839867662181
220,219,2.7354341026444726
720,733,9.697685438398375
3412,3413,18.740192684398913
401,423,29.445379560020285
2836,804,0.2480600037675866
26,43,10.757277395015521
135,3499,9.783999221045075
3026,3027,14.220022103896863
3289,2526,16.30207747457316
515,516,0.127524573853836
2837,973,24.246624501076074
3538,2829,0.13852683528776
3298,3253,28.95839867662181
220,219,2.7354341026444726
720,733,9.697685438398375
424,425,8.819967311536843
2433,2434,20.371592175970036
2837,973,271.306174153345
26,43,10.757277395015521
135,3499,9.783999221045075
3031,3030,13.290620503824517
3289,2526,16.30207747457316
515,516,0.127524573853836
2837,973,0.1506001521805967
3538,2829,0.13852683528776
3298,3253,14.559194914765662
220,219,2.7354341026444726
720,733,9.697685438398375
3413,3415,13.92376843183771
2244,426,5.611389671382993
2433,2434,20.371592175970036
2837,973,271.306174153345
26,43,10.757277395015521
3289,2524,18.117325585576406
515,516,0.127524573853836
2837,973,180.87078276889667
2829,2830,397.8629847941327
3298,3253,14.559194914765662
220,219,2.7354341026444726
720,733,9.697685438398375
3413,3415,13.92376843183771
453,426,25.38089372896902
2433,2434,20.371592175970036
2837,973,271.306174153345
26,43,10.757277395015521
3031,3032,10.285606819042329
3289,2524,18.117325585576406
2837,973,180.87078276889667
2829,2830,397.8629847941327
3298,3253,14.559194914765662
220,219,2.7354341026444726
720,733,9.697685438398375
425,426,10.80382403489142
2434,2433,26.913144037912375
2837,973,153.76275537638926
2601,843,34.438037474540366
26,43,16.13591609252328
3032,3033,13.907842919748576
3289,2524,18.117325585576406
3086,3087,17.71831948605534
2830,2831,239.6229828747123
3241,3253,32.825599462974466
220,219,2.7354341026444726
3074,518,7.7242512528859315
26,43,16.13591609252328
3289,2524,18.117325585576406
2830,2831,239.6229828747123
3241,3253,11.002318788694941
220,219,2.7354341026444726
3074,518,15.363620623872016
3302,3318,12.082667431343811
2695,2546,8.358756182328767
26,19,5.841898522023239
3289,2524,18.117325585576406
2830,2831,32.12264799569415
3241,3253,11.002318788694941
256,222,13.906881890809501
2435,2456,13.254076158782711
3074,518,15.363620623872016
3302,3318,24.03255829750802
2898,2546,10.994605607910291
26,19,2.9370871022326783
2925,3034,15.668326973733317
3289,2524,18.117325585576406
2830,2831,32.12264799569415
2057,2056,13.238429526062717
3241,3253,11.002318788694941
256,222,13.906881890809501
2754,2753,6.825335846543524
2435,2456,26.362503129007376
3074,518,15.363620623872016
5,6,9.310630906198163
3302,3318,24.03255829750802
26,19,2.9370871022326783
3290,3291,6.8984248600954325
2838,955,26.533767048594363
3087,3088,16.338701345446225
2830,2831,0.19951955276828665
2057,2056,6.655785010340923
3241,3253,11.002318788694941
256,222,13.906881890809501
2435,2456,26.362503129007376
3074,518,15.363620623872016
2838,955,149.67390141776158
6,7,8.464213254121168
3302,3318,24.03255829750802
26,19,8.762847783034859
3290,3291,6.8984248600954325
2838,955,26.533767048594363
3088,3087,17.986532460019845
781,2832,246.5948322064039
2057,2056,6.655785010340923
3241,3253,11.002318788694941
256,222,13.906881890809501
3074,518,15.363620623872016
2838,955,176.0610730682974
960,798,7.429692721413652
9,10,0.07090151300597235
26,19,8.762847783034859
2925,3035,2.333854357607981
3290,3291,6.8984248600954325
2838,955,23.601859087423716
3088,3087,17.986532460019845
781,2832,209.63640606389544
2057,2056,6.655785010340923
3253,3241,22.337465469428636
256,222,13.906881890809501
436,433,172.63884918064176
3074,518,15.363620623872016
2838,955,264.09160960244606
960,798,7.429692721413652
27,29,2.839174140112786
3290,499,14.480310568733918
2838,955,149.67390141776158
781,2832,0.20532458968060274
2057,2056,6.655785010340923
3253,3241,16.84565766064646
256,222,13.906881890809501
436,433,172.63884918064176
3074,518,15.363620623872016
2838,955,149.67390141776158
766,3074,22.263257075617066
261,12,12.972148382066225
27,29,2.839174140112786
3290,499,14.480310568733918
2838,955,176.0610730682974
781,2832,33.05725893857704
2057,2056,13.238429526062717
3253,3241,11.230438440430973
256,222,13.906881890809501
3074,518,15.363620623872016
2838,955,149.67390141776158
766,3074,22.263257075617066
701,3319,49.85999256205567
27,29,2.839174140112786
3290,499,14.480310568733918
2838,955,149.67390141776158
781,2832,0.20532458968060274
2057,2056,13.238429526062717
3253,3241,11.230438440430973
256,222,13.906881890809501
3074,518,7.7242512528859315
2838,955,13.340181223326447
3074,518,15.363620623872016
701,3319,49.85999256205567
27,29,0.0311997158254152
136,3532,8.281051366544531
3290,499,14.480310568733918
2839,923,57.648199372759606
2057,2056,13.238429526062717
3253,3241,22.337465469428636
262,223,21.393186949706077
2435,2449,26.12502110704989
3328,3329,8.060527239859118
2839,923,645.0511252796673
3074,518,15.363620623872016
27,29,2.839174140112786
136,3532,8.281051366544531
3291,498,24.477027750630658
518,517,7.134386084738018
2839,923,365.58268049433264
2057,2058,9.02060150243285
3131,3241,9.521259150240654
262,223,19.029298888965073
653,435,337.5188305634302
2435,2434,38.401679112891316
3328,3329,16.032477257302197
3074,518,0.0848818818998454
2839,923,645.0511252796673
3074,518,15.363620623872016
27,29,2.839174140112786
2572,3045,16.138334425168516
3291,498,24.477027750630658
518,517,7.134386084738018
2839,923,430.03408351977816
2057,2058,10.141173117641898
3131,3241,9.521259150240654
262,223,21.393186949706077
653,435,337.5188305634302
2435,2434,25.601119408594208
3328,3329,16.032477257302197
3074,518,7.7242512528859315
2839,923,430.03408351977816
518,3074,15.902677399823853
27,29,2.839174140112786
3291,498,36.71554162594599
518,517,14.190372322391001
2840,954,26.51550718514937
2057,2058,10.141173117641898
3131,3241,9.521259150240654
262,223,21.393186949706077
2754,2758,16.50288016299209
443,436,216.29488664001838
2435,2434,25.601119408594208
3328,3329,16.032477257302197
2839,923,365.58268049433264
518,3074,15.902677399823853
296,294,0.0051859775014207
27,29,5.647148564400157
928,3048,11.3974811190078
3291,498,24.477027750630658
518,517,14.190372322391001
2840,954,29.809359009391528
2057,2058,10.141173117641898
3131,3241,18.93788907905009
262,223,21.393186949706077
438,2759,500.9295855616572
443,436,216.29488664001838
2435,2434,25.601119408594208
3328,3329,16.032477257302197
2840,954,168.15113562756216
518,3074,15.902677399823853
296,294,0.0051859775014207
2914,2915,17.649246993975588
3291,498,24.477027750630658
518,517,14.190372322391001
2840,954,29.809359009391528
2057,2058,10.141173117641898
3241,3131,18.034396180701204
261,223,8.022144857544648
438,2759,500.9295855616572
3328,3329,8.060527239859118
2840,954,168.15113562756216
3074,766,22.047158011031733
26,19,5.841898522023239
296,294,0.0051859775014207
3311,2417,27.348344688668476
3291,498,12.306129974073977
518,517,14.190372322391001
2840,954,29.809359009391528
2057,2058,10.141173117641898
3241,3131,9.06701686433044
261,223,8.022144857544648
3427,3432,0.16828316182365907
438,2759,500.9295855616572
437,438,382.24693260221846
2840,954,168.15113562756216
3074,766,22.047158011031733
296,294,0.0051859775014207
3322,3321,9.664886728985925
2528,3315,31.331007174329397
2460,3062,26.87745040628051
3298,3252,12.77063932030583
518,517,14.190372322391001
2840,954,0.16469259121210786
2057,2058,9.02060150243285
3241,3131,9.06701686433044
261,223,8.022144857544648
3427,3432,10.209178483968653
437,438,382.24693260221846
2437,2796,282.94599801473464
2840,954,168.15113562756216
3074,766,22.047158011031733
296,294,0.0051859775014207
3322,3321,9.664886728985925
3315,3316,35.26560628825052
3298,3252,12.77063932030583
518,517,7.134386084738018
2841,809,47.918831169595784
2057,2058,10.141173117641898
3241,3131,18.034396180701204
261,223,8.022144857544648
3427,3432,10.209178483968653
2437,2796,282.94599801473464
2841,809,536.1849338635205
3524,2368,8.389558093451928
296,294,0.4719239526292879
3322,3321,14.497330093478887
518,3074,15.902677399823853
3298,3252,12.77063932030583
518,517,7.134386084738018
2841,809,47.918831169595784
3252,2331,14.488270017045357
261,223,8.022144857544648
2438,2440,507.9200891320195
3329,3327,4.042404722393956
2841,809,536.1849338635205
47,24,8.632256127081652
3524,2368,8.389558093451928
296,294,0.0051859775014207
3322,3321,14.497330093478887
3317,3316,26.71752508059602
3298,3252,12.77063932030583
518,517,7.134386084738018
2841,809,47.918831169595784
3115,3114,3.4462868609343182
3252,2331,8.189022183547376
261,223,9.018684591401126
2438,2440,338.61339275467964
3329,3327,4.042404722393956
2841,809,536.1849338635205
3524,2368,8.389558093451928
2875,3538,0.24135326550884434
3298,3252,12.77063932030583
518,517,0.07839984708503316
2841,809,303.8827740630888
3252,2331,8.189022183547376
261,223,9.018684591401126
3435,3434,5.330044200909154
2438,2440,507.9200891320195
3329,3327,4.042404722393956
2841,809,536.1849338635205
3524,2368,8.389558093451928
3318,3317,37.68865300026038
2875,3538,0.24135326550884434
2801,3079,120.21687092419668
3298,3252,12.77063932030583
518,517,7.134386084738018
2841,809,357.45662257568034
3537,2835,45.58388145765334
3252,2331,16.288055112330497
261,223,9.018684591401126
3329,3327,4.042404722393956
3524,2368,8.389558093451928
2875,3538,0.24135326550884434
2801,3080,0.44873574324153065
3298,3252,12.77063932030583
2610,517,16.58090663743633
3537,2835,0.28312969849474123
3252,2331,16.288055112330497
3329,3327,2.0323692250709944
3524,2368,8.389558093451928
2875,3538,0.24135326550884434
454,3081,173.91426082905144
3298,3253,28.95839867662181
2610,517,16.58090663743633
3537,2835,433.6131332446962
2526,3256,29.37993995642157
3077,3078,32.13145516788711
3524,2368,8.389558093451928
2878,3541,0.03257596500432405
3298,3253,28.95839867662181
2610,517,16.58090663743633
2842,781,0.36070180142202546
3537,2835,45.58388145765334
2526,3256,29.37993995642157
2809,443,252.63275761163496
2842,781,649.8042952617789
3077,3078,32.13145516788711
36,35,3.516839527974496
3524,2368,4.2179546215697545
2134,2098,11.689759799858718
2878,3541,0.03257596500432405
3298,3253,28.95839867662181
2610,517,16.58090663743633
2842,781,0.36070180142202546
3537,2835,0.28312969849474123
2526,3256,14.771130033339022
3434,3435,10.22244907942546
2842,781,368.276539251888
3524,2368,4.2179546215697545
636,647,13.832546651734296
2134,2098,11.689759799858718
3322,3321,14.497330093478887
2878,3541,0.03257596500432405
3298,3253,28.95839867662181
2610,517,16.58090663743633
2848,952,25.97613230061838
3537,2835,0.28312969849474123
2526,3256,29.37993995642157
3434,3435,10.22244907942546
2842,781,649.8042952617789
37,38,14.094535334304904
3524,2368,4.2179546215697545
636,647,20.748819977601443
2134,2098,11.689759799858718
3323,678,20.259214758314386
3298,3253,28.95839867662181
2610,517,16.58090663743633
2848,952,13.059823421857859
3537,2835,0.28312969849474123
3256,2526,45.21141225423986
3434,3435,10.22244907942546
2842,781,433.20286350785256
3524,2368,4.2179546215697545
636,647,13.832546651734296
2134,2098,11.689759799858718
3323,2625,29.87902661744526
3300,565,16.207928571270706
2610,517,16.58090663743633
2848,952,13.059823421857859
789,2836,190.34646620010372
3256,2526,15.153733020758112
3385,3435,7.024964798611287
2842,781,368.276539251888
2369,2368,8.10077750194327
636,647,13.832546651734296
2134,2098,11.689759799858718
3300,565,16.207928571270706
2610,517,18.640646592397367
2848,952,13.059823421857859
789,2836,285.5196993001556
3256,2526,15.153733020758112
237,231,5.041739132056474
3385,3435,7.024964798611287
447,446,0.38224598347575117
2440,2446,108.32838511829696
2848,952,25.97613230061838
26,43,14.35294193865331
2369,2368,8.10077750194327
636,647,20.748819977601443
678,3322,14.133271865913011
2134,2098,11.689759799858718
2610,517,18.640646592397367
2848,952,13.059823421857859
2271,3117,13.903753278684475
789,2836,0.15848998018326704
3256,2526,15.153733020758112
237,231,0.0554037267258953
2759,448,0.3196025747168723
2440,2446,108.32838511829696
2848,952,25.97613230061838
2801,3080,0.29915716216102045
45,44,17.73480756125058
2369,2368,8.10077750194327
636,647,20.748819977601443
678,3322,21.199907798869518
2134,2098,11.689759799858718
2610,517,18.640646592397367
2848,952,25.97613230061838
2271,3117,13.903753278684475
789,2836,25.516886809505994
3256,2526,15.153733020758112
237,231,5.041739132056474
3438,3437,22.25033413283875
2440,2446,162.49257767744544
2848,952,34.6587621580074
2062,3082,11.49436114809758
48,49,16.30277479013635
2369,2368,8.10077750194327
636,647,20.748819977601443
2134,2098,11.689759799858718
2610,517,18.640646592397367
2849,2087,48.63080673507314
2271,3117,13.903753278684475
789,2836,28.686686413171333
3256,2526,15.153733020758112
237,231,5.041739132056474
3438,3437,22.25033413283875
2440,2446,162.49257767744544
2848,952,38.96419845092757
2062,3082,10.224265993611661
49,50,7.011244891540004
2369,2368,8.10077750194327
2134,2098,5.877172054072615
2610,517,18.640646592397367
2849,2087,484.02430018361474
789,2836,25.516886809505994
3256,2526,30.140941502826575
237,231,5.041739132056474
452,451,0.1739206962686364
2441,2437,294.86084125922594
2848,952,25.97613230061838
51,52,9.879222869070514
2369,2368,8.10077750194327
2134,2098,5.877172054072615
3115,3114,23.169618820916625
3302,3318,24.03255829750802
2849,2087,484.02430018361474
808,2837,42.17314544138233
3256,2526,30.140941502826575
237,231,7.562608698084711
2441,2437,294.86084125922594
2849,2087,484.02430018361474
52,53,21.410997641253196
2369,2368,8.10077750194327
2134,2098,11.689759799858718
3302,3318,24.03255829750802
2850,2268,14.270314545637724
808,2837,42.17314544138233
3256,3257,40.957875140161384
237,231,10.028074537387054
2441,2437,294.86084125922594
3331,2654,9.658239635150748
2849,2087,484.02430018361474
3082,3083,17.009647308773
3267,58,10.18625450563877
2369,2368,8.10077750194327
2134,2098,11.689759799858718
3302,3318,24.03255829750802
2850,2268,16.043024427083406
915,2838,115.07822284013083
3256,3257,40.957875140161384
2441,2437,294.86084125922594
3331,2654,9.658239635150748
2849,2087,484.02430018361474
3082,3083,15.130128269129578
2369,2368,8.10077750194327
3302,3318,24.03255829750802
2850,2268,14.270314545637724
915,2838,115.07822284013083
3256,3257,13.728053914381901
479,454,423.8264915194468
2441,2437,294.86084125922594
3331,2654,9.658239635150748
2849,2087,484.02430018361474
2369,2368,4.072766589374793
3302,3318,12.082667431343811
2850,2268,159.67684257121962
915,2838,0.0958186701416576
3256,3257,13.728053914381901
2849,2087,0.2686784902490229
2369,2368,4.072766589374793
3302,3318,12.082667431343811
2851,2012,38.164716856198105
3118,161,12.069837329476147
915,2838,15.426805892806879
2850,2268,159.67684257121962
2369,2368,4.072766589374793
2851,2012,42.905675471874886
3118,161,12.069837329476147
915,2838,15.426805892806879
2850,2268,159.67684257121962
2374,2369,19.441287926951134
3333,3325,13.795042772001754
3111,3118,3.278853620002313
2851,2012,42.905675471874886
3118,161,12.069837329476147
915,2838,0.0958186701416576
2850,2268,159.67684257121962
76,75,7.175756734675606
2374,2369,19.441287926951134
3333,3325,13.795042772001754
2852,2746,0.23941053151637146
3118,161,12.069837329476147
915,2838,0.0958186701416576
448,456,190.42034270285512
2850,2268,159.67684257121962
79,76,8.43606357964445
2374,2369,19.441287926951134
3333,3325,13.795042772001754
2058,3129,16.21709159753759
2852,2746,43.333306204463234
2850,2268,159.67684257121962
75,77,18.10555009561103
2374,2369,19.441287926951134
3333,3325,13.795042772001754
3130,3129,37.585937355775414
2852,2746,43.333306204463234
2850,2268,90.49683944780193
2374,2369,19.441287926951134
3333,3325,13.795042772001754
2852,2746,0.23941053151637146
3111,3118,6.521675881543062
2812,2782,35.27142281333896
456,457,173.6695384245981
2850,2268,16.043024427083406
2374,2369,19.441287926951134
3333,3325,13.795042772001754
3241,3131,12.475414517060557
2852,2746,431.2980725267433
3111,3118,6.521675881543062
456,457,173.6695384245981
3332,3330,7.577244753335496
2850,2268,0.088635494072284
82,81,8.573555782117811
2374,2369,19.441287926951134
3333,3325,13.795042772001754
3155,2783,0.165167933545681
2244,458,10.153965830768247
3332,3330,7.577244753335496
2851,2012,284.6945648713908
372,82,16.295281487807973
2374,2369,9.774349178743389
2609,3325,21.126776728030606
3074,518,7.7242512528859315
3155,2783,0.165167933545681
2244,458,10.153965830768247
3332,3330,7.577244753335496
2851,2012,284.6945648713908
2374,2369,9.774349178743389
2609,3325,21.126776728030606
2801,3080,458.1591938496028
3074,518,7.7242512528859315
955,2839,117.10468061347582
3439,3440,18.946362172253057
3155,2783,0.165167933545681
3332,3330,7.577244753335496
2851,2012,284.6945648713908
81,83,11.59825446745942
2368,2369,20.64041481300907
2609,3325,21.126776728030606
2801,3080,458.1591938496028
3074,518,15.363620623872016
2854,2798,17.930231451676196
955,2839,117.10468061347582
3439,3440,18.946362172253057
2851,2012,242.02593733029977
2368,2369,20.64041481300907
2609,3325,21.126776728030606
2801,3080,458.1591938496028
3074,518,15.363620623872016
2854,2798,0.1113678972153801
955,2839,18.466066188804707
2852,2746,244.43815267821526
3086,3087,17.71831948605534
2368,2369,20.64041481300907
2609,3325,21.126776728030606
2801,3080,48.164303107924304
455,3154,0.0583664988660095
3074,518,15.363620623872016
2854,2798,133.75284455567152
957,2840,0.11746516688268804
222,232,8.311708492607712
2852,2746,287.5320483511622
3086,3087,17.71831948605534
2368,2369,20.64041481300907
2609,3325,21.126776728030606
2801,3080,0.29915716216102045
3074,518,7.7242512528859315
2854,2798,200.62926683350727
957,2840,21.26119520576654
222,232,8.311708492607712
3440,3441,15.613300679597803
2087,2850,414.6658464516808
2852,2746,244.43815267821526
3086,3087,17.71831948605534
2368,2369,20.64041481300907
2609,3325,21.126776728030606
977,3157,0.1035301297688437
3074,518,7.7242512528859315
2058,3129,12.154424758402913
957,2840,21.26119520576654
222,232,8.311708492607712
3440,3441,15.613300679597803
2081,2851,114.56678858338395
2852,2746,244.43815267821526
2368,2369,20.64041481300907
2823,3157,34.60283741034594
3074,518,7.7242512528859315
957,2840,21.26119520576654
3259,3260,22.980096742782564
222,232,8.311708492607712
2803,2852,223.9263076255939
3087,3088,16.338701345446225
197,123,22.716047511642348
2368,2369,20.64041481300907
2062,3082,11.49436114809758
35,37,7.355575778440047
2813,3157,19.73319827849091
3074,518,0.0848818818998454
3129,3130,25.204430997975376
957,2840,21.26119520576654
3259,3260,15.320064495188376
222,232,8.311708492607712
2768,2852,14.136148462302582
336,466,11.343077818755841
2444,2441,118.15667969145353
3087,3088,16.338701345446225
127,125,7.041395025950306
2368,2369,20.64041481300907
35,37,7.355575778440047
2827,3160,24.561719967822622
3074,518,7.7242512528859315
3129,3130,25.204430997975376
941,2841,170.05990123578633
3259,3260,7.702352867746642
222,232,8.311708492607712
2461,3445,18.968573697399766
2768,2852,10.594794499696757
474,468,11.793085732204647
2445,2857,699.7283033657385
3087,3088,16.338701345446225
124,125,9.439549413165633
2368,2369,20.64041481300907
35,37,7.355575778440047
3074,518,7.7242512528859315
2855,2795,54.07459741437367
3130,3129,25.05729157051694
941,2841,0.14159858554187035
3259,3260,7.702352867746642
2461,3445,18.968573697399766
474,468,11.793085732204647
2445,2857,699.7283033657385
3088,3087,17.986532460019845
2368,2369,20.64041481300907
35,37,7.355575778440047
2855,2795,27.186676048110513
3130,3129,25.05729157051694
941,2841,22.797372272241134
3259,3260,15.320064495188376
2461,3445,18.968573697399766
2446,2445,114.48504101964267
3088,3087,17.986532460019845
2368,2369,10.37722512698246
2094,2100,19.351867230610328
35,37,7.355575778440047
2855,2795,54.07459741437367
3130,3131,26.934102472639147
941,2841,22.797372272241134
3259,3260,15.320064495188376
3334,3338,7.388482258414473
2854,2798,200.62926683350727
2361,2370,12.357288859251053
2094,2100,19.351867230610328
36,35,1.7681347903076197
2855,2795,54.07459741437367
3130,3131,26.934102472639147
941,2841,0.14159858554187035
3260,3259,15.183072437300659
2863,2856,499.6412923772565
3334,3338,7.388482258414473
2854,2798,200.62926683350727
186,134,15.55525826714973
2361,2370,12.357288859251053
2094,2100,29.027800845915493
3082,3083,17.009647308773
36,35,3.516839527974496
2855,2795,48.0995037774263
941,2841,0.14159858554187035
3260,3259,7.633478407703647
2445,2857,699.7283033657385
473,471,13.770416270720135
3334,3338,7.388482258414473
2854,2798,0.1113678972153801
2361,2370,12.357288859251053
2094,2100,29.027800845915493
3082,3083,25.514470963159503
788,2842,189.7522180202637
3260,3259,7.633478407703647
473,471,13.770416270720135
3334,3338,7.388482258414473
2854,2798,0.1113678972153801
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,19.351867230610328
2656,3171,10.569668316798614
788,2842,161.3130845950785
3260,3259,7.633478407703647
484,472,18.93530578017775
3334,3338,7.388482258414473
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,29.027800845915493
2642,3171,18.261039682755882
788,2842,0.1579951856954735
3260,3259,15.183072437300659
473,472,8.445282777811364
3334,3338,7.388482258414473
134,137,3.450362895433852
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,19.351867230610328
788,2842,25.437224896971237
3260,3259,15.183072437300659
3334,3333,14.32157335832923
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,19.351867230610328
37,38,14.094535334304904
3137,3138,20.782028182025332
788,2842,0.1579951856954735
468,473,14.566853863644923
3334,3333,14.32157335832923
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,19.351867230610328
37,38,14.094535334304904
3334,3333,14.32157335832923
2361,2370,12.357288859251053
975,815,24.147365513701214
2094,2100,19.351867230610328
37,38,7.086202847633957
2276,3186,0.721651573623143
3114,3144,10.276494764436077
3334,3333,14.32157335832923
2361,2370,8.238192572834036
975,815,24.147365513701214
37,38,14.094535334304904
2856,2444,0.14710338624747624
3114,3144,10.276494764436077
468,474,9.827549143500057
3334,3333,14.32157335832923
2361,2370,4.141853724463521
975,815,24.147365513701214
37,38,14.094535334304904
2856,2444,23.683645185843677
3114,3144,10.276494764436077
468,474,9.827549143500057
3334,3333,14.32157335832923
2361,2370,6.212780586695282
975,815,24.147365513701214
37,38,21.141803001457355
2856,2444,26.625712910793197
2082,2849,250.90580780933576
510,3476,6.41430826759617
2361,2370,12.357288859251053
975,815,0.1334108591917194
38,39,10.803047600463184
2137,3199,7.11852183492992
2856,2444,0.14710338624747624
2082,2849,0.2089140781093553
510,3476,6.41430826759617
975,815,0.1334108591917194
38,39,10.803047600463184
2134,3199,13.024399167023134
2856,2444,265.00675032482843
2082,2849,37.81344813779331
510,3476,6.41430826759617
144,145,19.17192020334474
38,39,5.431366473161048
2082,2849,33.6351665756062
2862,2863,350.62916434827855
2855,2795,48.0995037774263
3115,3114,5.169430291401477
38,39,10.803047600463184
3311,2417,27.348344688668476
2082,2849,0.2089140781093553
2862,2863,350.62916434827855
2855,2795,48.0995037774263
3115,3114,3.4462868609343182
38,39,10.803047600463184
826,3222,18.009031038931496
3311,2417,27.348344688668476
2087,2850,621.9987696775212
2449,2453,30.237126375830986
3338,3334,6.701891318059603
2855,2795,48.0995037774263
3115,3114,5.169430291401477
158,148,17.905136142043165
3427,3432,7.051149721184575
3328,3329,16.032477257302197
3311,2417,27.348344688668476
2087,2850,621.9987696775212
59,3267,16.998221818159283
457,478,337.4565318657775
3338,3339,15.53101372609259
2855,2795,48.0995037774263
3427,3432,7.051149721184575
3328,3329,16.032477257302197
3311,2417,27.348344688668476
2087,2850,0.3452671494185519
59,3267,12.739868112160789
769,3478,7.396394820716476
